Column Names,CID,SMILES
MK-8033,45142457,CN1C=C(C=N1)C2=CC3=C(C=CC4=C(C3=O)C=C(C=C4)CS(=O)(=O)NCC5=CC=CC=N5)N=C2
formononetin,5280378,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O
torcetrapib,159325,CCC1CC(C2=C(N1C(=O)OCC)C=CC(=C2)C(F)(F)F)N(CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)C(=O)OC
CO-101244,6918409,CC1=CC=C(C=C1)CC2(CCN(CC2)CCOC3=CC=C(C=C3)O)O
latrepirdine,197033,CC1=CC2=C(C=C1)N(C3=C2CN(CC3)C)CCC4=CN=C(C=C4)C
penbutolol,37464,CC(C)(C)NCC(COC1=CC=CC=C1C2CCCC2)O
SCH-28080,108137,CC1=C(N2C=CC=C(C2=N1)OCC3=CC=CC=C3)CC#N
BMS-806,5495818,CC1CN(CCN1C(=O)C(=O)C2=CNC3=NC=CC(=C23)OC)C(=O)C4=CC=CC=C4
BMS-927711,51049968,C1CC(C2=C(C=CC=N2)C(C1C3=C(C(=CC=C3)F)F)N)OC(=O)N4CCC(CC4)N5C6=C(NC5=O)N=CC=C6
lobenzarit,3946,C1=CC=C(C(=C1)C(=O)O)NC2=C(C=CC(=C2)Cl)C(=O)O
sorbic-acid,643460,CC=CC=CC(=O)O
phenytoin,1775,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3
orantinib,5329099,CC1=C(NC(=C1CCC(=O)O)C)C=C2C3=CC=CC=C3NC2=O
AP26113,57390074,CN(C)C1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)NC4=CC=CC=C4P(=O)(C)C)Cl)OC
5-methylhydantoin-(L),6419931,CC1C(=O)NC(=O)N1
RHC-80267,5063,C1CCC(=NOC(=O)NCCCCCCNC(=O)ON=C2CCCCC2)CC1
MMPX,155806,CC(C)CN1C2=C(C(=O)N(C1=O)C)NC(=N2)COC
oxiconazole,5353853,C1=CC(=C(C=C1Cl)Cl)CON=C(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl
BU226,3410883,C1CN=C(N1)C2=CC3=CC=CC=C3C=N2
benznidazole,31593,C1=CC=C(C=C1)CNC(=O)CN2C=CN=C2[N+](=O)[O-]
losmapimod,11552706,CC1=C(C=C(C=C1F)C(=O)NC2CC2)C3=NC=C(C=C3)C(=O)NCC(C)(C)C
MGCD-265,24901704,CN1C=C(N=C1)C2=CC3=NC=CC(=C3S2)OC4=C(C=C(C=C4)NC(=S)NC(=O)CC5=CC=CC=C5)F
voxtalisib,16123056,CCN1C2=NC(=NC(=C2C=C(C1=O)C3=CC=NN3)C)N
ABT-737,11228183,CN(C)CCC(CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=CC=CC=C5C6=CC=C(C=C6)Cl)[N+](=O)[O-]
amonafide,50515,CN(C)CCN1C(=O)C2=CC=CC3=CC(=CC(=C32)C1=O)N
vemurafenib,42611257,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F
MK-2461,44137946,CN1C=C(C=N1)C2=CC3=C(C=CC4=C(C3=O)C=C(C=C4)NS(=O)(=O)N(C)CC5COCCO5)N=C2
chicago-sky-blue-6b,6817703,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)NN=C3C=CC4=C(C3=O)C(=C(C=C4S(=O)(=O)O)S(=O)(=O)O)N)OC)NN=C5C=CC6=C(C5=O)C(=C(C=C6S(=O)(=O)O)S(=O)(=O)O)N
medrysone,247839,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)CC4)C)O)C)C(=O)C
cefpirome,5479539,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC5=C4CCC5)C(=O)[O-]
ADX-47273,11383075,C1CC(CN(C1)C(=O)C2=CC=C(C=C2)F)C3=NC(=NO3)C4=CC=C(C=C4)F
ambroxol,2132,C1CC(CCC1NCC2=C(C(=CC(=C2)Br)Br)N)O
QX-314,9884487,CC[N+](CC)(CC)CC(=O)NC1=C(C=CC=C1C)C.[Br-]
clofazimine,2794,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl
pikamilone,60608,C1=CC(=CN=C1)C(=O)NCCCC(=O)O
nitarsone,66826,C1=CC(=CC=C1[N+](=O)[O-])[As](=O)(O)O
carbadox,135511839,COC(=O)NN=CC1=[N+](C2=CC=CC=C2[N+](=C1)[O-])[O-]
Y-39983,9810884,CC(C1=CC=C(C=C1)C(=O)NC2=C3C=CNC3=NC=C2)N
fomepizole,3406,CC1=CNN=C1
enzalutamide,15951529,CC1(C(=O)N(C(=S)N1C2=CC(=C(C=C2)C(=O)NC)F)C3=CC(=C(C=C3)C#N)C(F)(F)F)C
fluroxene,9844,C=COCC(F)(F)F
oxethazaine,4621,CC(C)(CC1=CC=CC=C1)N(C)C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC2=CC=CC=C2
dacinostat,6445533,C1=CC=C2C(=C1)C(=CN2)CCN(CCO)CC3=CC=C(C=C3)C=CC(=O)NO
tripelennamine,5587,CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2
dabigatran-etexilate,135565674,CCCCCCOC(=O)NC(=N)C1=CC=C(C=C1)NCC2=NC3=C(N2C)C=CC(=C3)C(=O)N(CCC(=O)OCC)C4=CC=CC=N4
selumetinib,10127622,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO
CCT129202,16202152,CN(C)C1=CC=C(C=C1)C2=NC3=NC=C(C(=C3N2)N4CCN(CC4)CC(=O)NC5=NC=CS5)Cl
dacomitinib,11511120,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)NC(=O)C=CCN4CCCCC4
crotamiton,688020,CCN(C1=CC=CC=C1C)C(=O)C=CC
indomethacin,3715,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O
cilengitide,176873,CC(C)C1C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N1C)CC2=CC=CC=C2)CC(=O)O)CCCN=C(N)N
geniposide,107848,COC(=O)C1=COC(C2C1CC=C2CO)OC3C(C(C(C(O3)CO)O)O)O
moroxydine,71655,C1COCCN1C(=N)N=C(N)N
PRE-084,126402,C1CCC(CC1)(C2=CC=CC=C2)C(=O)OCCN3CCOCC3
pidolic-acid,7405,C1CC(=O)NC1C(=O)O
fidaxomicin,10034073,CCC1C=C(C(CC=CC=C(C(=O)OC(CC=C(C=C(C1OC2C(C(C(C(O2)(C)C)OC(=O)C(C)C)O)O)C)C)C(C)O)COC3C(C(C(C(O3)C)OC(=O)C4=C(C(=C(C(=C4O)Cl)O)Cl)CC)O)OC)O)C
tiapride,5467,CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC
enalapril,5388962,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O
pentoxifylline,4740,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C
org-27569,44828492,CCC1=C(NC2=C1C=C(C=C2)Cl)C(=O)NCCC3=CC=C(C=C3)N4CCCCC4
5-aminolevulinic-acid,137,C(CC(=O)O)C(=O)CN
pentylenetetrazol,5917,C1CCC2=NN=NN2CC1
EPZ005687,60160561,CC1=CC(=C(C(=O)N1)CNC(=O)C2=C3C=NN(C3=CC(=C2)C4=CC=C(C=C4)CN5CCOCC5)C6CCCC6)C
cariprazine,11154555,CN(C)C(=O)NC1CCC(CC1)CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl
olsalazine,22419,C1=CC(=C(C=C1N=NC2=CC(=C(C=C2)O)C(=O)O)C(=O)O)O
BW-180C,6917707,CC(C)CC(C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)CNC(=O)C(C)NC(=O)C(CC2=CC=C(C=C2)O)N
vilazodone,6918314,C1CN(CCN1CCCCC2=CNC3=C2C=C(C=C3)C#N)C4=CC5=C(C=C4)OC(=C5)C(=O)N
thiostrepton,16154490,CCC(C)C1C(=O)NC(C(=O)NC(=C)C(=O)NC(C(=O)NC23CCC(=NC2C4=CSC(=N4)C(C(OC(=O)C5=NC6=C(C=CC(C6O)N1)C(=C5)C(C)O)C)NC(=O)C7=CSC(=N7)C(NC(=O)C8CSC(=N8)C(=CC)NC(=O)C(NC(=O)C9=CSC3=N9)C(C)O)C(C)(C(C)O)O)C1=NC(=CS1)C(=O)NC(=C)C(=O)NC(=C)C(=O)N)C)C
rasagiline,3052776,C#CCNC1CCC2=CC=CC=C12
hesperadin,135421442,CCS(=O)(=O)NC1=CC2=C(C=C1)NC(=C2C(=NC3=CC=C(C=C3)CN4CCCCC4)C5=CC=CC=C5)O
betamethasone-dipropionate,21800,CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)OC(=O)CC
dapagliflozin,9887712,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)C3C(C(C(C(O3)CO)O)O)O)Cl
doxifluridine,18343,CC1C(C(C(O1)N2C=C(C(=O)NC2=O)F)O)O
meticrane,4165,CC1=CC2=C(C=C1S(=O)(=O)N)S(=O)(=O)CCC2
Ro-90-7501,824226,C1=CC(=CC=C1C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N)N
DY131,5497124,CCN(CC)C1=CC=C(C=C1)C=NNC(=O)C2=CC=C(C=C2)O
AT13387,11955716,CC(C)C1=CC(=C(C=C1O)O)C(=O)N2CC3=C(C2)C=C(C=C3)CN4CCN(CC4)C
palmatine-chloride,19009,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OC)OC)OC
reparixin,9838712,CC(C)CC1=CC=C(C=C1)C(C)C(=O)NS(=O)(=O)C
potassium-p-aminobenzoate,978,C1=CC(=CC=C1C(=O)O)N
TAK-875,24857286,CC1=CC(=CC(=C1C2=CC=CC(=C2)COC3=CC4=C(C=C3)C(CO4)CC(=O)O)C)OCCCS(=O)(=O)C
pamidronate,4674,C(CN)C(O)(P(=O)(O)O)P(=O)(O)O
FK-866,6914657,C1CN(CCC1CCCCNC(=O)C=CC2=CN=CC=C2)C(=O)C3=CC=CC=C3
K02288,46173038,COC1=CC(=CC(=C1OC)OC)C2=C(N=CC(=C2)C3=CC(=CC=C3)O)N
dexfenfluramine,66265,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F
cresopirine,78094,CC1=C(C(=CC=C1)C(=O)O)OC(=O)C
emodin,3220,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O
cianidanol,9064,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O
NMS-E973,135566652,CN1CCC(CC1)NC(=O)C2=NOC(=C2)C3=C(C=C(C=C3OC4=CC=C(C=C4)[N+](=O)[O-])O)O
AZD6482,44137675,CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3C(=O)O)N4CCOCC4
bentiromide,6957673,C1=CC=C(C=C1)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)NC3=CC=C(C=C3)C(=O)O
2-thiouracil,1269845,C1=CNC(=S)NC1=O
glutathione-monoisopropyl-ester,114894,CC(C)OC(=O)CNC(=O)C(CS)NC(=O)CCC(C(=O)O)N
sucralose,71485,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CCl)O)O)CCl)O)O)Cl)O
AM-24,11862,C1=C(C=C(C(=C1I)O)I)I
ML161,1048267,CCCC(=O)NC1=CC(=CC=C1)NC(=O)C2=CC=CC=C2Br
oxybenzone,4632,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O
faropenem-medoxomil,6918218,CC1=C(OC(=O)O1)COC(=O)C2=C(SC3N2C(=O)C3C(C)O)C4CCCO4
acetylcysteine,12035,CC(=O)NC(CS)C(=O)O
fosamprenavir,131536,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)OP(=O)(O)O)S(=O)(=O)C3=CC=C(C=C3)N
AZ3146,56973724,CN1CCC(CC1)OC2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)N4C)C5CCCC5)OC
SB-216763,176158,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C(C=C(C=C4)Cl)Cl
naproxen,156391,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O
DBeQ,676352,C1=CC=C(C=C1)CNC2=NC(=NC3=CC=CC=C32)NCC4=CC=CC=C4
LY2228820,11570805,CC(C)(C)CN1C2=C(C=CC(=N2)C3=C(N=C(N3)C(C)(C)C)C4=CC=C(C=C4)F)N=C1N.CS(=O)(=O)O.CS(=O)(=O)O
propentofylline,4938,CCCN1C=NC2=C1C(=O)N(C(=O)N2C)CCCCC(=O)C
chrysophanic-acid,10208,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O
MLN0128,45375953,CC(C)N1C2=NC=NC(=C2C(=N1)C3=CC4=C(C=C3)OC(=N4)N)N
delanzomib,24800541,B(C(CC(C)C)NC(=O)C(C(C)O)NC(=O)C1=CC=CC(=N1)C2=CC=CC=C2)(O)O
linopirdine,3932,C1=CC=C(C=C1)N2C3=CC=CC=C3C(C2=O)(CC4=CC=NC=C4)CC5=CC=NC=C5
AH6809,119461,CC(C)OC1=CC2=C(C=C1)C(=O)C3=C(O2)C=CC(=C3)C(=O)O
tozasertib,5494449,CC1=CC(=NN1)NC2=CC(=NC(=N2)SC3=CC=C(C=C3)NC(=O)C4CC4)N5CCN(CC5)C
tarafenacin,25147683,C1CN2CCC1C(C2)OC(=O)N(CC3=CC(=C(C(=C3)F)F)F)C4=CC(=CC=C4)F
AM-281,4302962,CC1=C(N(N=C1C(=O)NN2CCOCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)I
val,6287,CC(C)C(C(=O)O)N
ICI-192605,6438399,C1C(C(OC(O1)C2=CC=CC=C2Cl)C3=CC=CC=C3O)CC=CCCC(=O)O
tedizolid,11234049,CN1N=C(N=N1)C2=NC=C(C=C2)C3=C(C=C(C=C3)N4CC(OC4=O)CO)F
tyrphostin-AG-879,135419190,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=C(C#N)C(=S)N
targinine,132862,CN=C(N)NCCCC(C(=O)O)N
piperine,638024,C1CCN(CC1)C(=O)C=CC=CC2=CC3=C(C=C2)OCO3
maribavir,471161,CC(C)NC1=NC2=CC(=C(C=C2N1C3C(C(C(O3)CO)O)O)Cl)Cl
ubenimex,72172,CC(C)CC(C(=O)O)NC(=O)C(C(CC1=CC=CC=C1)N)O
phenothiazine,7108,C1=CC=C2C(=C1)NC3=CC=CC=C3S2
levocarnitine,10917,C[N+](C)(C)CC(CC(=O)[O-])O
pasireotide,9941444,C1C(CN2C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C2=O)CC3=CC=CC=C3)CC4=CC=C(C=C4)OCC5=CC=CC=C5)CCCCN)CC6=CNC7=CC=CC=C76)C8=CC=CC=C8)OC(=O)NCCN
PHT-427,44240850,CCCCCCCCCCCCC1=CC=C(C=C1)S(=O)(=O)NC2=NN=CS2
LDN-212854,60182388,C1CN(CCN1)C2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=C6C=CC=NC6=CC=C5)N=C3
FPL-62064,128268,COC1=CC=C(C=C1)NC2=NN(C=C2)C3=CC=CC=C3
CB-10-277,23606,CN(C)N=NC1=CC=C(C=C1)C(=O)O
sulfabenzamide,5319,C1=CC=C(C=C1)C(=O)NS(=O)(=O)C2=CC=C(C=C2)N
aminolevulinic-acid-benzyl-ester,9964521,C1=CC=C(C=C1)COC(=O)CCC(=O)CN
S-111,11213350,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)O)C)C)O)C)O)C
crystal-violet,3468,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C
L-NIL,2733506,CC(=NCCCCC(C(=O)O)N)N
irbesartan,3749,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
N-methyllidocaine-iodide,168868,CC[N+](C)(CC)CC(=O)NC1=C(C=CC=C1C)C
alibendol,71916,COC1=CC(=CC(=C1O)C(=O)NCCO)CC=C
N6-cyclopentyladenosine,657378,C1CCC(C1)NC2=C3C(=NC=N2)N(C=N3)C4C(C(C(O4)CO)O)O
tiagabine,60648,CC1=C(SC=C1)C(=CCCN2CCCC(C2)C(=O)O)C3=C(C=CS3)C
tyrphostin-AG-99,5328768,C1=CC(=C(C=C1C=C(C#N)C(=O)N)O)O
neridronic-acid,71237,C(CCC(O)(P(=O)(O)O)P(=O)(O)O)CCN
MG-132,462382,CC(C)CC(C=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)OCC1=CC=CC=C1
niacin,938,C1=CC(=CN=C1)C(=O)O
carglumic-acid,121396,C(CC(=O)O)C(C(=O)O)NC(=O)N
"5,7-dichlorokynurenic-acid",1779,C1=C(C=C(C2=C1NC(=CC2=O)C(=O)O)Cl)Cl
GSK1292263,24996872,CC(C)C1=NOC(=N1)N2CCC(CC2)COC3=CN=C(C=C3)C4=CC=C(C=C4)S(=O)(=O)C
brilliant-green,12450,CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=CC=CC=C3
ribavirin,37542,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
muscimol,4266,C1=C(ONC1=O)CN
chlormidazole,71821,CC1=NC2=CC=CC=C2N1CC3=CC=C(C=C3)Cl
ONX-0914,23642227,CC(C(=O)NC(CC1=CC=C(C=C1)OC)C(=O)NC(CC2=CC=CC=C2)C(=O)C3(CO3)C)NC(=O)CN4CCOCC4
pravastatin,54687,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O
dimpylate,3017,CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C
paricalcitol,5281104,CC(C=CC(C)C(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3)O)O)C
mometasone-furoate,441336,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C
MPEP,3025961,CC1=NC(=CC=C1)C#CC2=CC=CC=C2
pergolide,47811,CCCN1CC(CC2C1CC3=CNC4=CC=CC2=C34)CSC
idelalisib,11625818,CCC(C1=NC2=C(C(=CC=C2)F)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5
adiphenine,2031,CCN(CC)CCOC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2
etosalamide,208946,CCOCCOC1=CC=CC=C1C(=O)N
laquinimod,54677946,CCN(C1=CC=CC=C1)C(=O)C2=C(C3=C(C=CC=C3Cl)N(C2=O)C)O
PD-166793,9887870,CC(C)C(C(=O)O)NS(=O)(=O)C1=CC=C(C=C1)C2=CC=C(C=C2)Br
PHA-848125,16718576,CC1(CC2=CN=C(N=C2C3=C1C(=NN3C)C(=O)NC)NC4=CC=C(C=C4)N5CCN(CC5)C)C
neohesperidin-dihydrochalcone,30231,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C(C(=C3)O)C(=O)CCC4=CC(=C(C=C4)OC)O)O)CO)O)O)O)O)O
rucinol,205912,CCCCC1=C(C=C(C=C1)O)O
SB-218795,6604858,COC(=O)C(C1=CC=CC=C1)NC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=CC=C4
mdivi-1,3825829,COC1=C(C=C(C(=C1)N2C(=O)C3=CC=CC=C3NC2=S)Cl)Cl
NBI-27914,176157,CCCN(CC1CC1)C2=NC(=NC(=C2Cl)NC3=C(C=C(C=C3Cl)Cl)Cl)C
capecitabine,60953,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O
combretastatin-A-4,5351344,COC1=C(C=C(C=C1)C=CC2=CC(=C(C(=C2)OC)OC)OC)O
SGI-1027,24858111,CC1=CC(=NC(=N1)N)NC2=CC=C(C=C2)NC(=O)C3=CC=C(C=C3)NC4=CC=NC5=CC=CC=C54
tiratricol,5803,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(=O)O)I)I)O
eslicarbazepine-acetate,179344,CC(=O)OC1CC2=CC=CC=C2N(C3=CC=CC=C13)C(=O)N
loperamide,3955,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4
daphnetin,5280569,C1=CC(=C(C2=C1C=CC(=O)O2)O)O
oxaloacetate,970,C(C(=O)C(=O)O)C(=O)O
blebbistatin-(-),5287792,CC1=CC2=C(C=C1)N=C3C(C2=O)(CCN3C4=CC=CC=C4)O
endo-IWR-1,44483163,C1C2C=CC1C3C2C(=O)N(C3=O)C4=CC=C(C=C4)C(=O)NC5=CC=CC6=C5N=CC=C6
SB-225002,3854666,C1=CC=C(C(=C1)NC(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])O)Br
naratriptan,4440,CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C
romidepsin,5352062,CC=C1C(=O)NC(C(=O)OC2CC(=O)NC(C(=O)NC(CSSCCC=C2)C(=O)N1)C(C)C)C(C)C
thiomersal,16684434,CC[Hg]SC1=CC=CC=C1C(=O)[O-].[Na+]
emtricitabine,60877,C1C(OC(S1)CO)N2C=C(C(=NC2=O)N)F
flumethasone,16490,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)F
SB-366791,667594,COC1=CC=CC(=C1)NC(=O)C=CC2=CC=C(C=C2)Cl
resatorvid,11703255,CCOC(=O)C1=CCCCC1S(=O)(=O)NC2=C(C=C(C=C2)F)Cl
3-carboxy-4-hydroxyphenylglycine-(S),5311460,C1=CC(=C(C=C1C(C(=O)O)N)C(=O)O)O
FERb-033,135931707,C1=CC(=C(C=C1C2=C(C(=C(C=C2)C=NO)O)Cl)F)O
BYK-204165,25113764,CN1C=CC=C1C=C2C3=CC=CC=C3C(=O)NC2=O
RGFP966,56650312,C1=CC=C(C=C1)C=CCN2C=C(C=N2)C=CC(=O)NC3=C(C=C(C=C3)F)N
PF-03084014,46224413,CCCC(C(=O)NC1=CN(C=N1)C(C)(C)CNCC(C)(C)C)NC2CCC3=C(C2)C(=CC(=C3)F)F
pyrazinoylguanidine,124704,C1=CN=C(C=N1)C(=O)N=C(N)N
fleroxacin,3357,CN1CCN(CC1)C2=C(C=C3C(=C2F)N(C=C(C3=O)C(=O)O)CCF)F
"2,3-DCPE",2250975,C1=CC(=C(C(=C1)Cl)Cl)OCCCNCCO
chlorindione,70846,C1=CC=C2C(=C1)C(=O)C(C2=O)C3=CC=C(C=C3)Cl
tenofovir-disoproxil,5481350,CC(C)OC(=O)OCOP(=O)(COC(C)CN1C=NC2=C(N=CN=C21)N)OCOC(=O)OC(C)C
AS-1949490,44473434,CC(C1=CC=CC=C1)NC(=O)C2=C(C=CS2)OCC3=CC=C(C=C3)Cl
doconexent-ethyl-ester,9831416,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC
FG-7142,4375,CNC(=O)C1=NC=C2C(=C1)C3=CC=CC=C3N2
moxidectin,9832912,CC1CC(=CCC2CC(CC3(O2)CC(=NOC)C(C(O3)C(=CC(C)C)C)C)OC(=O)C4C=C(C(C5C4(C(=CC=C1)CO5)O)O)C)C
paclitaxel,36314,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
acitretin,5284513,CC1=CC(=C(C(=C1C=CC(=CC=CC(=CC(=O)O)C)C)C)C)OC
N-methylquipazine,5013,CN1CCN(CC1)C2=NC3=CC=CC=C3C=C2
hydroxystilbamidine,5284571,C1=CC(=CC=C1C=CC2=C(C=C(C=C2)C(=N)N)O)C(=N)N
AVN-944,9918559,CCC(CC#N)OC(=O)NC(C)C1=CC(=CC=C1)NC(=O)NC2=CC(=C(C=C2)C3=CN=CO3)OC
anagrelide,135409400,C1C2=C(C=CC(=C2Cl)Cl)N=C3N1CC(=O)N3
dihydroartemisinin,3000518,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)O)C
PYM50028,91439,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)O)C)C)C)OC1
deforolimus,11520894,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OP(=O)(C)C)C)C)O)OC)C)C)C)OC
fluticasone-propionate,444036,CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)SCF
dichlorophen,3037,C1=CC(=C(C=C1Cl)CC2=C(C=CC(=C2)Cl)O)O
dapsone,2955,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N
rufloxacin,58258,CN1CCN(CC1)C2=C(C=C3C4=C2SCCN4C=C(C3=O)C(=O)O)F
basimglurant,11438771,CC1=C(N=C(N1C2=CC=C(C=C2)F)C)C#CC3=CC(=NC=C3)Cl
venetoclax,49846579,CC1(CCC(=C(C1)C2=CC=C(C=C2)Cl)CN3CCN(CC3)C4=CC(=C(C=C4)C(=O)NS(=O)(=O)C5=CC(=C(C=C5)NCC6CCOCC6)[N+](=O)[O-])OC7=CN=C8C(=C7)C=CN8)C
lerisetron,65997,C1CN(CCN1)C2=NC3=CC=CC=C3N2CC4=CC=CC=C4
para-toluenesulfonamide,6269,CC1=CC=C(C=C1)S(=O)(=O)N
NMDA,22880,CNC(CC(=O)O)C(=O)O
AS-77,11302540,C1=CC=C(C=C1)OCCCCOC2=C3C=CC(=O)OC3=CC4=C2C=CO4
4-IBP,132995,C1CN(CCC1NC(=O)C2=CC=C(C=C2)I)CC3=CC=CC=C3
SR-2640,128355,C1=CC=C2C(=C1)C=CC(=N2)COC3=CC=CC(=C3)NC4=CC=CC=C4C(=O)O
3-MPPI,4013695,COC1=CC=CC=C1N2CCN(CC2)CCN3C(=O)C4=C(C5=CC=CC=C5N4)NC3=O
GR125487,4284721,COC1=C(C2=C(N1)C=CC(=C2)F)C(=O)OCC3CCN(CC3)CCNS(=O)(=O)C
aztreonam,5742832,CC1C(C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(=N2)N
SRPIN340,2797577,C1CCN(CC1)C2=C(C=C(C=C2)C(F)(F)F)NC(=O)C3=CC=NC=C3
idasanutlin,53358942,CC(C)(C)CC1C(C(C(N1)C(=O)NC2=C(C=C(C=C2)C(=O)O)OC)C3=C(C(=CC=C3)Cl)F)(C#N)C4=C(C=C(C=C4)Cl)F
guanethidine,3518,C1CCCN(CCC1)CCN=C(N)N
